"순서","시설ID","컨텐츠 명","사용유무","테마 타입","x 좌표","y 좌표","좌표 배열","좌표타입","메인 이미지","새 주소","구 주소","우편번호","국가 지점 번호","테마 명","거리","업데이트 일","등록일","이미지 URL1","이미지 URL2","이미지 URL3","이미지 URL4","이미지 URL5","동영상 URL","음성파일 URL","평가 점수","평가자 인원","상세정보 이름 1","상세정보 값 1","상세정보 이름 2","상세정보 값 2","상세정보 이름 3","상세정보 값 3","상세정보 이름 4","상세정보 값 4","상세정보 이름 5","상세정보 값 5","상세정보 이름 6","상세정보 값 6","상세정보 이름 7","상세정보 값 7","상세정보 이름 8","상세정보 값 8","상세정보 이름 9","상세정보 값 9","상세정보 이름 10","상세정보 값 10"
"33","강남구_거치대_026","개일초등학교 앞","사용","일반","127.058017406","37.485075246","[127.05801740600832,37.485075245827936]","Point","","서울특별시 강남구 개포로 311","서울특별시 강남구 개포동 181-1","06318","다사60924296","(친환경)자전거 편의시설","11487.140663","2024-04-26 11:04:52","2024-04-26 11:04:52","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","학교|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강남구청 교통행정과","강남구청 교통행정과"
"34","강남구_거치대_053","개포 경남 아 10동 뒤","사용","일반","127.055561244","37.485829936","[127.0555612439696,37.485829936006596]","Point","","서울특별시 강남구 언주로 110","서울특별시 강남구 개포동 649","06317","다사60704304","(친환경)자전거 편의시설","11257.611578","2024-04-26 13:26:04","2024-04-26 13:26:04","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","기타|아파트|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강남구청 교통행정과","강남구청 교통행정과"
"35","강남구_거치대_028","개포2동 주민센터","사용","일반","127.069003880","37.489660952","[127.06900388020259,37.48966095248369]","Point","","서울특별시 강남구 개포로 511","서울특별시 강남구 개포동 182","06328","다사61894346","(친환경)자전거 편의시설","12017.813078","2024-04-26 11:09:29","2024-04-26 11:09:29","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","주민센터|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강남구청 교통행정과","강남구청 교통행정과"
"36","강남구_거치대_065","개포고등학교 정문","사용","일반","127.058256301","37.484844039","[127.05825630145775,37.48484403858213]","Point","","서울특별시 강남구 개포로 402","서울특별시 강남구 개포동 173","06324","다사60944293","(친환경)자전거 편의시설","11520.384748","2024-04-26 14:17:25","2024-04-26 14:17:25","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","학교|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강남구청 교통행정과","강남구청 교통행정과"
"37","강남구_거치대_036","개포근린공원","사용","일반","127.068272816","37.489667297","[127.06827281576369,37.489667296823555]","Point","","서울특별시 강남구 개포로 509","서울특별시 강남구 개포동 182-1","06328","다사61834346","(친환경)자전거 편의시설","11960.134068","2024-04-26 11:31:29","2024-04-26 11:31:29","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","기타|공원|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강남구청 교통행정과","강남구청 교통행정과"
"38","강남구_거치대_037","개포근린공원(농구장)","사용","일반","127.068068649","37.489763447","[127.0680686489127,37.48976344692318]","Point","","서울특별시 강남구 개포로 509","서울특별시 강남구 개포동 182-1","06328","다사61814347","(친환경)자전거 편의시설","11938.173057","2024-04-26 13:01:18","2024-04-26 13:01:18","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","기타|공원|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강남구청 교통행정과","강남구청 교통행정과"
"39","강남구_거치대_033","개포도서관 내","사용","일반","127.063811464","37.483143076","[127.063811464414,37.48314307641419]","Point","","서울특별시 강남구 선릉로4길 30","서울특별시 강남구 개포동 139","06327","다사61434274","(친환경)자전거 편의시설","12043.199696","2024-04-26 11:18:58","2024-04-26 11:18:58","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","기타|도서관|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강남구청 교통행정과","강남구청 교통행정과"
"40","강남구_거치대_038","개포동역 3-4번출구","사용","일반","127.066198909","37.489353237","[127.06619890850915,37.48935323700052]","Point","","서울특별시 강남구 개포로 420","서울특별시 강남구 개포동 182-4","06324","다사61654343","(친환경)자전거 편의시설","11818.426764","2024-04-26 13:02:16","2024-04-26 13:02:16","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강남구청 교통행정과","강남구청 교통행정과"
"41","강남구_거치대_303","개포동역 3~4번 사이 자전거 겸용 보관대","사용","일반","127.066227298","37.489334187","[127.06622729815759,37.48933418730714]","Point","","서울특별시 강남구 개포로 420","서울특별시 강남구 개포동 182-4","06324","다사61654343","(친환경)자전거 편의시설","11821.830422","2025-11-12 19:59:08","2025-11-12 19:59:08","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","개포동역 3~4번 사이","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","1/5대","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강남구청 교통행정과","강남구청 교통행정과"
"42","강남구_태양광공기주입기_003","개포동역 3번출구","사용","일반","127.066105510","37.489366414","[127.06610550996506,37.48936641444052]","Point","","서울특별시 강남구 개포로 420","서울특별시 강남구 개포동 182-4","06324","다사61644343","(친환경)자전거 편의시설","11810.362430","2024-06-02 10:58:27","2024-06-02 10:58:27","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","기타|태양광|","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강남구청 교통행정과","강남구청 교통행정과"
"43","강남구_거치대_039","개포동역 6번출구","사용","일반","127.066378713","37.488824347","[127.06637871260118,37.48882434714907]","Point","","서울특별시 강남구 삼성로 40","서울특별시 강남구 개포동 198","06329","다사61664337","(친환경)자전거 편의시설","11865.857419","2024-04-26 13:03:33","2024-04-26 13:03:33","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강남구청 교통행정과","강남구청 교통행정과"
"44","강남구_거치대_040","개포동역 8번출구","사용","일반","127.065668572","37.488881454","[127.06566857172137,37.48888145377842]","Point","","","서울특별시 강남구 개포동 181-1","","다사61604338","(친환경)자전거 편의시설","11807.431905","2024-04-26 13:04:26","2024-04-26 13:04:26","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강남구청 교통행정과","강남구청 교통행정과"
"45","강남구_거치대_041","개포로 25길 24(아주빌라)","사용","일반","127.047996212","37.480536156","[127.04799621156266,37.480536155641396]","Point","","서울특별시 강남구 개포로25길 23","서울특별시 강남구 개포동 1251-8","06306","다사60034246","(친환경)자전거 편의시설","11119.506549","2024-04-26 13:05:49","2024-04-26 13:05:49","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","기타|주택가|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강남구청 교통행정과","강남구청 교통행정과"
